user_pseudo_id,first_order_date,purchase_day_of_week,purchase_hour_utc,device_category,first_source,first_medium,first_order_revenue,first_order_items,sessions_before_first_purchase,product_views_before_purchase,add_to_cart_before_purchase,checkout_events_before_purchase,search_events_before_purchase,days_first_visit_to_purchase,repeat_purchase_30d
4271969.9589215341,2020-12-11,6,22,desktop,<Other>,<Other>,91.0,6,3,40,10,10,0,25,0
74848554.8030271897,2020-12-11,6,9,desktop,<Other>,<Other>,113.0,16,3,17,1,4,0,10,0
6826941.5434656989,2020-12-11,6,13,desktop,<Other>,<Other>,74.0,4,2,12,5,4,0,1,0
51789539.5027614748,2020-12-11,6,17,desktop,<Other>,<Other>,24.0,1,2,10,4,8,0,0,0
26047087.5754406645,2020-12-11,6,7,desktop,<Other>,<Other>,38.0,1,2,15,1,2,4,0,0
2170538.8100092808,2020-12-11,6,16,desktop,<Other>,<Other>,24.0,1,1,6,1,2,0,0,0
92543812.4801771743,2020-12-12,7,17,desktop,<Other>,<Other>,3.0,1,1,2,2,6,0,0,0
61604299.4464644285,2020-12-12,7,2,desktop,<Other>,<Other>,18.0,2,1,13,3,4,0,0,0
637884255.3997903180,2020-12-12,7,14,desktop,<Other>,<Other>,67.0,7,9,20,9,4,6,,0
54769599.7567301976,2020-12-12,7,17,desktop,<Other>,<Other>,19.0,2,1,3,0,2,0,0,0
6330521.7497245885,2020-12-12,7,1,desktop,<Other>,<Other>,50.0,1,1,1,1,4,0,0,0
23754938.4809580024,2020-12-12,7,16,desktop,<Other>,<Other>,92.0,7,1,12,11,4,7,0,0
7116815.2975421997,2020-12-13,1,1,desktop,<Other>,<Other>,19.0,13,3,15,0,2,2,,0
7161013.2920991826,2020-12-13,1,10,desktop,<Other>,<Other>,21.0,5,1,9,6,2,0,0,0
73432329.6542458279,2020-12-13,1,18,desktop,<Other>,<Other>,16.0,1,2,25,10,2,0,0,0
45449104.5311744269,2020-12-13,1,23,desktop,<Other>,<Other>,48.0,1,2,1,0,4,0,29,0
11042625.9465902773,2020-12-13,1,8,desktop,<Other>,<Other>,75.0,3,1,6,2,4,0,0,0
3046093.2167709173,2020-12-13,1,9,desktop,<Other>,<Other>,74.0,6,3,18,0,2,0,,1
8889945.3857316896,2020-12-14,2,17,desktop,<Other>,<Other>,246.0,26,1,31,20,2,0,0,0
79475746.1929628694,2020-12-14,2,3,desktop,<Other>,<Other>,36.0,2,1,4,4,4,0,0,0
34566418.3175234997,2020-12-14,2,16,desktop,<Other>,<Other>,272.0,48,1,24,3,2,0,0,0
30015563.8542768971,2020-12-14,2,22,desktop,<Other>,<Other>,181.0,5,1,4,6,4,0,0,0
5671461926.8532720409,2020-12-14,2,2,desktop,<Other>,<Other>,51.0,3,4,21,4,2,1,39,0
40919582.2188794043,2020-12-15,3,12,desktop,<Other>,<Other>,216.0,10,3,68,39,4,2,1,0
90778964.2302489928,2020-12-15,3,18,desktop,<Other>,<Other>,79.0,1,1,0,0,4,0,0,0
4484161.8947884851,2020-12-15,3,13,desktop,<Other>,<Other>,79.0,1,1,2,3,2,0,0,0
4064498101.4865231659,2020-12-15,3,6,desktop,<Other>,<Other>,43.0,3,1,8,3,2,0,0,0
1773396.0419473781,2020-12-15,3,23,desktop,<Other>,<Other>,81.0,2,1,30,0,8,0,0,0
6145836.1172580962,2020-12-16,4,21,desktop,<Other>,<Other>,58.0,5,1,37,20,2,0,0,0
8366314228.9854739652,2020-12-16,4,2,desktop,<Other>,<Other>,164.0,34,1,15,19,4,0,0,0
7980854.4779699400,2020-12-16,4,18,desktop,<Other>,<Other>,70.0,2,6,13,0,4,0,1,0
8944117.0831290845,2020-12-17,5,19,desktop,<Other>,<Other>,58.0,9,2,16,16,3,0,1,0
49499670.1702984658,2020-12-18,6,20,desktop,<Other>,<Other>,50.0,2,1,36,5,15,0,0,0
4186237.2268701556,2020-12-18,6,14,desktop,<Other>,<Other>,96.0,1,4,7,0,7,1,,0
71278332.7023651906,2020-12-18,6,21,desktop,<Other>,<Other>,77.0,4,1,49,24,9,0,0,0
31434781.7401740396,2020-12-18,6,2,desktop,<Other>,<Other>,192.0,4,1,1,0,6,0,0,0
628363132.9737513033,2020-12-19,7,0,desktop,<Other>,<Other>,191.0,16,1,39,29,12,0,0,0
47809082.2700865658,2020-12-19,7,1,desktop,<Other>,<Other>,88.0,1,1,2,0,6,0,0,0
1513222.1542392261,2020-12-20,1,17,desktop,<Other>,<Other>,42.0,3,1,7,5,6,0,0,1
56136935.4839413206,2020-12-21,2,23,desktop,<Other>,<Other>,48.0,1,1,5,0,3,0,0,0
7070291.4775984721,2020-12-21,2,23,desktop,<Other>,<Other>,74.0,2,1,5,4,3,0,0,0
3291666.2185697988,2020-12-22,3,13,desktop,<Other>,<Other>,216.0,23,1,50,6,6,5,0,0
34715004.0442654743,2020-12-23,4,19,desktop,<Other>,<Other>,38.0,2,10,51,47,5,0,12,1
39900664.0026836871,2020-12-23,4,9,desktop,<Other>,<Other>,30.0,1,1,10,5,6,0,0,0
12910142.0755638588,2020-12-24,5,7,desktop,<Other>,<Other>,59.0,2,4,7,4,6,0,14,0
34001109.5893008660,2020-11-15,1,18,desktop,google,cpc,129.0,9,1,10,0,2,0,0,0
1451078.8215732025,2020-11-16,2,5,desktop,google,cpc,24.0,1,6,10,0,10,0,,0
30129503.7074362162,2020-11-16,2,23,desktop,google,cpc,30.0,1,5,11,0,24,0,7,0
14525425.6643981670,2020-11-18,4,6,desktop,google,cpc,19.0,12,1,7,0,2,1,0,0
92072022.0613567200,2020-11-18,4,16,desktop,google,cpc,48.0,1,6,4,1,4,0,,0
77461948.4804221368,2020-11-20,6,9,desktop,google,cpc,76.0,2,1,6,0,4,0,0,0
6472499.9883959963,2020-11-20,6,6,desktop,google,cpc,58.0,2,1,10,0,2,0,0,0
70837463.6029197962,2020-11-23,2,20,desktop,google,cpc,13.0,1,3,14,0,2,0,,0
27561053.0859597448,2020-11-24,3,21,desktop,google,cpc,16.0,2,3,12,0,1,2,12,0
86834775.2599012346,2020-11-24,3,16,desktop,google,cpc,22.0,1,1,11,0,2,0,0,0
6374509.0554738373,2020-11-26,5,3,desktop,google,cpc,12.0,2,1,5,3,1,0,0,0
67425241.5630895543,2020-11-27,6,8,desktop,google,cpc,111.0,4,1,14,14,2,0,0,0
74826760.8268644803,2020-11-27,6,9,desktop,google,cpc,75.0,10,1,19,17,1,1,,0
45237746.5667441680,2020-11-28,7,2,desktop,google,cpc,63.0,2,1,5,6,4,0,0,0
79260143.2564567739,2020-11-29,1,8,desktop,google,cpc,233.0,13,1,9,0,1,0,0,0
17360922.4174805251,2020-11-30,2,10,desktop,google,cpc,130.0,8,1,38,8,2,2,0,0
2502277.1517433932,2020-11-30,2,20,desktop,google,cpc,76.0,8,1,20,7,4,0,0,0
7231269.9049300807,2020-11-30,2,12,desktop,google,cpc,80.0,3,2,26,6,4,0,0,1
1424156.5448723626,2020-11-30,2,20,desktop,google,cpc,22.0,2,1,8,3,2,3,0,0
12813365.2129427856,2020-11-30,2,16,desktop,google,cpc,27.0,3,1,2,2,4,0,0,0
68013390.7379951300,2020-11-30,2,21,desktop,google,cpc,50.0,3,5,8,0,2,0,,0
3949544.2182643123,2020-12-01,3,1,desktop,google,cpc,112.0,3,4,16,12,4,0,,1
39840608.0620243295,2020-12-01,3,2,desktop,google,cpc,123.0,3,1,29,3,4,0,0,0
20066086.9470097903,2020-12-02,4,9,desktop,google,cpc,46.0,1,1,3,1,2,0,0,0
3399785.8423375214,2020-12-02,4,11,desktop,google,cpc,49.0,4,3,64,35,18,1,0,0
42708046.4152584281,2020-12-02,4,13,desktop,google,cpc,75.0,7,1,14,11,4,0,0,0
7677512.7553474604,2020-12-03,5,10,desktop,google,cpc,50.0,3,1,6,4,2,0,0,0
4243708.2068286631,2020-12-04,6,9,desktop,google,cpc,25.0,1,1,8,2,4,0,0,0
67357054.9566811359,2020-12-04,6,8,desktop,google,cpc,30.0,2,1,28,9,10,2,0,0
5579434.4769739748,2020-12-05,7,13,desktop,google,cpc,307.0,7,1,20,4,8,0,0,0
18096538.3296121239,2020-12-07,2,15,desktop,google,cpc,42.0,3,1,19,0,2,0,0,0
6852589435.5129465651,2020-12-07,2,13,desktop,google,cpc,58.0,2,1,26,3,4,0,0,0
70870420.8943424184,2020-12-07,2,5,desktop,google,cpc,172.0,9,1,19,0,2,0,,0
4463451705.5977494978,2020-12-07,2,0,desktop,google,cpc,44.0,1,1,2,0,2,0,0,0
55808853.8197957326,2020-12-08,3,1,desktop,google,cpc,31.0,2,1,18,1,4,0,0,0
46711302.2852397988,2020-12-08,3,12,desktop,google,cpc,27.0,1,1,6,2,2,0,0,0
8778258.6853868743,2020-12-08,3,0,desktop,google,cpc,25.0,2,2,42,11,8,0,0,0
60290905.3120917328,2020-12-08,3,23,desktop,google,cpc,69.0,1,1,6,1,2,5,0,0
84066312.1151239105,2020-12-08,3,19,desktop,google,cpc,40.0,1,1,1,1,4,1,0,0
88244617.7250834425,2020-12-09,4,8,desktop,google,cpc,58.0,2,1,9,2,2,1,,0
6491610.4022550572,2020-12-10,5,10,desktop,google,cpc,18.0,2,1,4,0,2,0,0,0
5528800.9735472185,2020-12-11,6,13,desktop,google,cpc,30.0,2,2,33,17,4,2,0,0
9584008.2004173620,2020-12-11,6,22,desktop,google,cpc,106.0,5,1,28,28,2,0,0,0
4651234.6787037490,2020-12-11,6,12,desktop,google,cpc,44.0,1,1,6,1,2,2,0,1
61381411.6432434571,2020-12-11,6,18,desktop,google,cpc,52.0,4,4,2,1,2,0,0,0
1693400.8503839575,2020-12-12,7,7,desktop,google,cpc,50.0,2,1,18,18,4,0,0,0
50169177.1164239240,2020-12-14,2,20,desktop,google,cpc,107.0,2,1,10,0,6,0,0,0
54377925.8475765994,2020-12-15,3,19,desktop,google,cpc,91.0,5,4,42,16,8,0,1,0
8315543.6828475045,2020-12-15,3,6,desktop,google,cpc,89.0,9,1,37,2,6,0,0,0
1270026.4390167050,2020-12-15,3,2,desktop,google,cpc,44.0,6,2,49,30,8,0,2,0
6488580233.2228683836,2020-12-16,4,8,desktop,google,cpc,291.0,13,3,56,19,6,0,28,0
2323477.7085022522,2020-12-16,4,18,desktop,google,cpc,22.0,5,2,12,10,8,0,0,0
3365134.0673833488,2020-12-17,5,7,desktop,google,cpc,75.0,1,1,5,0,4,1,0,0
58234029.0722348975,2020-12-17,5,22,desktop,google,cpc,24.0,3,1,4,4,2,0,0,0
30919230.3331476140,2020-12-18,6,0,desktop,google,cpc,60.0,1,1,1,0,2,0,0,0
42372741.7725745796,2020-12-18,6,22,desktop,google,cpc,32.0,1,1,14,0,6,0,0,1
7172054.6394028971,2020-12-18,6,12,desktop,google,cpc,102.0,6,1,16,13,6,3,0,0
48856615.5342430257,2020-12-19,7,15,desktop,google,cpc,43.0,2,3,30,5,9,2,1,0
8687815.2855089496,2020-12-19,7,3,desktop,google,cpc,40.0,4,2,6,6,3,0,0,0
1532532525.0257377084,2020-12-22,3,0,desktop,google,cpc,61.0,1,1,2,1,9,0,0,0
45496216.9206092900,2020-12-23,4,7,desktop,google,cpc,17.0,4,4,13,6,3,0,6,0
21683663.4440188892,2020-12-24,5,2,desktop,google,cpc,20.0,2,4,12,10,8,0,,0
4894078.6166673508,2020-12-24,5,16,desktop,google,cpc,48.0,8,3,36,16,9,0,26,0
13889156.1708430041,2020-11-12,5,11,desktop,google,organic,184.0,8,3,34,0,1,0,,0
43389046.2082927171,2020-11-12,5,22,desktop,google,organic,16.0,1,3,8,0,4,0,,0
72570282.3030113750,2020-11-12,5,20,desktop,google,organic,38.0,2,1,3,0,2,0,0,0
1163427.9837807307,2020-11-12,5,13,desktop,google,organic,29.0,1,1,1,0,2,0,0,0
17663569.1229629383,2020-11-12,5,2,desktop,google,organic,8.0,1,1,5,0,1,1,0,0
12921729.7383461315,2020-11-12,5,16,desktop,google,organic,16.0,1,1,20,0,2,0,,0
6564796.1290041020,2020-11-12,5,8,desktop,google,organic,152.0,9,1,13,0,2,14,0,0
4295503.4410846501,2020-11-13,6,16,desktop,google,organic,6.0,3,1,2,0,2,0,0,0
2027197.2609813465,2020-11-13,6,1,desktop,google,organic,51.0,2,1,2,0,1,0,0,0
54971191.9192770128,2020-11-13,6,20,desktop,<Other>,organic,10.0,2,1,53,0,14,0,0,0
86816051.5538787911,2020-11-13,6,12,desktop,google,organic,145.0,11,3,20,0,2,0,,1
60182642.3435447102,2020-11-13,6,0,desktop,google,organic,22.0,1,1,0,0,1,0,0,0
5833707.4640795740,2020-11-13,6,21,desktop,google,organic,30.0,2,2,54,0,3,0,3,0
4103364.9302246103,2020-11-13,6,8,desktop,google,organic,115.0,2,1,0,0,2,0,0,0
36185608.4688744734,2020-11-14,7,1,desktop,google,organic,64.0,4,1,15,0,6,0,0,0
7444839.8804218896,2020-11-14,7,13,desktop,google,organic,71.0,1,3,14,0,4,0,,0
14702008.5250023594,2020-11-14,7,18,desktop,google,organic,40.0,3,1,8,0,2,1,,0
3776054.3479849754,2020-11-15,1,17,desktop,google,organic,16.0,1,1,2,0,2,0,0,0
83509896.1101407720,2020-11-15,1,19,desktop,<Other>,organic,108.0,4,1,25,0,4,0,0,0
40346918.5536032263,2020-11-15,1,6,desktop,google,organic,74.0,2,2,4,0,4,0,,1
67005637.6761486039,2020-11-15,1,6,desktop,<Other>,organic,32.0,1,1,5,0,2,0,0,0
71723112.6543112989,2020-11-16,2,22,desktop,google,organic,46.0,1,1,2,0,2,0,0,0
7668287.6909784405,2020-11-16,2,20,desktop,google,organic,38.0,2,1,1,0,2,0,0,0
2673583.9030483225,2020-11-16,2,0,desktop,google,organic,54.0,4,1,4,0,4,0,0,0
27584951.2526782041,2020-11-16,2,2,desktop,google,organic,12.0,1,1,1,0,2,0,0,0
1951144.2472590359,2020-11-16,2,22,desktop,google,organic,48.0,3,1,15,0,6,0,0,0
1457551.9813423359,2020-11-16,2,14,desktop,google,organic,37.0,14,3,34,0,2,0,,0
71409956.2205600982,2020-11-16,2,8,desktop,google,organic,46.0,1,8,74,0,14,0,5,0
17209917.8498366479,2020-11-16,2,18,desktop,google,organic,78.0,4,2,11,0,2,0,,0
13654113.8966730613,2020-11-17,3,3,desktop,google,organic,151.0,6,1,18,3,2,0,0,0
69422630.5424369871,2020-11-17,3,1,desktop,google,organic,13.0,1,1,5,0,4,0,,0
43930190.6916774543,2020-11-17,3,2,desktop,<Other>,organic,154.0,3,1,11,0,6,0,0,0
82819933.0760343151,2020-11-17,3,10,desktop,google,organic,53.0,31,1,11,6,2,5,,0
46589160.1790293902,2020-11-17,3,13,desktop,google,organic,32.0,1,2,10,0,1,0,,0
1207697.7765216065,2020-11-17,3,10,desktop,google,organic,17.0,1,1,3,1,6,1,0,0
6652977.1027873844,2020-11-17,3,17,desktop,google,organic,50.0,3,1,3,3,8,0,0,1
4951108.2778514025,2020-11-17,3,23,desktop,google,organic,94.0,3,2,19,1,1,4,1,0
24851076.8537081033,2020-11-17,3,8,desktop,google,organic,7.0,1,1,4,0,2,0,0,0
80975437.6451700615,2020-11-18,4,16,desktop,google,organic,60.0,1,2,1,0,3,0,0,1
24745771.8606465125,2020-11-18,4,8,desktop,google,organic,71.0,5,1,7,6,2,0,0,0
1317256.8451359656,2020-11-19,5,14,desktop,<Other>,organic,104.0,18,2,32,0,8,0,,0
6035403.0151268164,2020-11-19,5,4,desktop,google,organic,48.0,6,1,37,0,3,0,0,0
30970636.0210409460,2020-11-19,5,8,desktop,google,organic,7.0,1,1,3,0,3,0,0,0
72967154.2008054722,2020-11-19,5,13,desktop,google,organic,132.0,3,1,6,0,5,0,0,0
5173366.0437512460,2020-11-19,5,15,desktop,google,organic,54.0,6,1,35,0,3,0,0,0
2456393477.5274765122,2020-11-19,5,5,desktop,google,organic,111.0,3,1,10,0,3,2,0,0
1943185.6260713896,2020-11-20,6,12,desktop,google,organic,40.0,1,2,8,0,3,0,0,0
91388989.2835941751,2020-11-20,6,17,desktop,google,organic,48.0,2,1,5,0,1,0,,0
22222567.3132315095,2020-11-20,6,22,desktop,google,organic,118.0,8,4,19,0,2,3,18,0
64416999.5439036039,2020-11-20,6,23,desktop,google,organic,42.0,4,3,16,0,4,1,,0
6775372.4463471076,2020-11-20,6,16,desktop,google,organic,32.0,1,3,7,0,9,0,7,1
39602761.4128729087,2020-11-20,6,23,desktop,google,organic,149.0,9,1,12,0,1,0,,1
39882887.2837298291,2020-11-21,7,5,desktop,google,organic,23.0,3,3,5,0,1,0,3,0
52083507.8774663935,2020-11-21,7,15,desktop,google,organic,76.0,6,2,18,0,3,1,0,0
70274582.7964868916,2020-11-21,7,22,desktop,google,organic,185.0,5,1,19,0,2,0,0,0
8337415.6051453076,2020-11-21,7,2,desktop,google,organic,28.0,2,3,5,2,5,0,2,1
9134268.2677185739,2020-11-21,7,0,desktop,google,organic,149.0,12,2,69,0,3,0,0,0
30327434.6405100575,2020-11-22,1,18,desktop,google,organic,15.0,1,1,2,0,1,2,0,1
27091777.7996598878,2020-11-22,1,3,desktop,google,organic,67.0,8,1,21,0,2,3,0,0
26602266.2623964235,2020-11-22,1,22,desktop,google,organic,16.0,1,2,13,0,1,2,0,0
54535436.2028528496,2020-11-23,2,10,desktop,google,organic,55.0,1,1,3,0,4,3,0,1
5788753.6504747065,2020-11-23,2,3,desktop,google,organic,48.0,1,1,2,0,2,0,0,0
2430931.6173812141,2020-11-23,2,22,desktop,google,organic,32.0,3,2,30,0,12,0,17,0
7580278.4231956908,2020-11-23,2,2,desktop,google,organic,56.0,6,2,8,0,2,1,0,0
4690975558.5693388345,2020-11-23,2,6,desktop,google,organic,21.0,2,1,2,0,1,0,,0
5303282.2843811139,2020-11-23,2,21,desktop,google,organic,22.0,1,1,2,0,1,0,0,0
49338484.8834497287,2020-11-23,2,6,desktop,google,organic,24.0,1,3,15,0,2,0,1,0
65301301.6829526920,2020-11-23,2,17,desktop,google,organic,50.0,5,1,5,0,3,0,,0
79509844.1081277926,2020-11-23,2,20,desktop,google,organic,70.0,1,1,4,0,4,0,0,1
50524891.0248544815,2020-11-24,3,22,desktop,google,organic,86.0,3,2,26,0,2,0,22,0
25930591.1422187379,2020-11-24,3,13,desktop,<Other>,organic,61.0,3,3,7,0,1,1,,0
91875291.2902344333,2020-11-24,3,14,desktop,google,organic,13.0,3,1,11,0,2,0,,0
88890409.0907454901,2020-11-24,3,16,desktop,google,organic,89.0,1,1,24,0,5,3,0,0
1236268.2863374901,2020-11-24,3,22,desktop,google,organic,153.0,8,2,30,0,1,0,0,0
80394414.5185177426,2020-11-24,3,18,desktop,google,organic,55.0,5,1,14,0,2,0,,1
27754794.4046505931,2020-11-24,3,2,desktop,google,organic,119.0,2,1,3,0,1,0,0,0
36297239.9102278771,2020-11-24,3,1,desktop,google,organic,46.0,1,3,4,0,1,1,,0
47604125.6375976952,2020-11-24,3,9,desktop,google,organic,28.0,2,1,1,0,2,0,,0
1405881.0137309906,2020-11-24,3,0,desktop,<Other>,organic,17.0,2,1,2,0,2,0,0,0
7179770.4251022266,2020-11-24,3,14,desktop,google,organic,96.0,1,1,2,0,1,1,0,0
15127451.7298076642,2020-11-24,3,20,desktop,google,organic,35.0,6,1,10,0,1,0,,0
67391455.3832286263,2020-11-24,3,23,desktop,<Other>,organic,48.0,2,2,36,0,1,0,,0
1396456.6482506733,2020-11-24,3,16,desktop,google,organic,98.0,2,1,10,0,1,0,0,0
2768703.4866675938,2020-11-24,3,13,desktop,<Other>,organic,352.0,10,1,8,0,2,0,0,0
5155655.8559554783,2020-11-24,3,19,desktop,google,organic,46.0,1,1,1,0,1,0,0,0
80431044.0006326452,2020-11-24,3,16,desktop,google,organic,38.0,1,1,4,0,1,0,,0
56293890.1487399791,2020-11-24,3,12,desktop,google,organic,24.0,1,1,2,0,1,0,,0
2765238449.6586996303,2020-11-24,3,17,desktop,google,organic,97.0,6,1,35,0,1,0,0,0
7770092.5618500764,2020-11-24,3,17,desktop,google,organic,172.0,8,1,30,0,1,0,0,0
38597663.4917826189,2020-11-24,3,6,desktop,google,organic,71.0,1,1,1,0,1,0,0,0
35966519.5288664403,2020-11-25,4,2,desktop,google,organic,17.0,6,1,17,0,1,0,,0
6072463.1803217592,2020-11-25,4,11,desktop,google,organic,176.0,8,2,51,0,1,0,0,0
3231609.9615457151,2020-11-25,4,1,desktop,google,organic,207.0,9,2,50,0,2,0,,1
83486645.0419878784,2020-11-25,4,5,desktop,google,organic,66.0,6,2,28,0,6,12,13,0
5413303.6631923503,2020-11-25,4,6,desktop,google,organic,21.0,2,1,14,0,4,0,0,0
41219861.0962256916,2020-11-25,4,0,desktop,google,organic,16.0,1,2,5,0,3,0,0,0
88662111.3937031291,2020-11-25,4,11,desktop,google,organic,28.0,2,1,20,0,4,0,0,1
20295806.6156999491,2020-11-25,4,10,desktop,google,organic,32.0,1,1,5,0,2,0,0,0
67692146.5227615799,2020-11-25,4,16,desktop,google,organic,65.0,16,1,9,0,1,0,0,0
2400077.1013225386,2020-11-25,4,13,desktop,google,organic,53.0,4,1,14,0,3,0,0,0
28469804.2841019579,2020-11-25,4,7,desktop,google,organic,72.0,2,5,6,0,1,0,,0
13917611.4949733025,2020-11-25,4,3,desktop,google,organic,36.0,2,3,6,0,7,0,2,0
3952536.1153406582,2020-11-26,5,10,desktop,google,organic,104.0,2,2,16,7,5,0,0,0
4579624.7993134890,2020-11-26,5,0,desktop,google,organic,33.0,2,1,46,10,1,0,0,0
46734973.9290399270,2020-11-26,5,7,desktop,google,organic,22.0,1,1,7,1,2,0,0,0
42405038.8323381302,2020-11-26,5,19,desktop,google,organic,37.0,1,1,10,1,1,0,0,0
3921417.7949867132,2020-11-26,5,3,desktop,google,organic,108.0,3,1,5,0,3,0,0,0
35522671.6536677001,2020-11-26,5,12,desktop,google,organic,36.0,4,1,23,20,1,1,,0
17687643.0735161866,2020-11-26,5,11,desktop,google,organic,48.0,1,1,4,5,4,0,0,0
80052422.3313734927,2020-11-26,5,0,desktop,google,organic,97.0,6,1,6,6,1,0,0,0
21199689.9636890755,2020-11-26,5,13,desktop,<Other>,organic,71.0,5,1,24,5,2,0,0,0
5846466.3241896799,2020-11-26,5,1,desktop,google,organic,33.0,2,4,57,0,2,2,,0
39965653.0318600367,2020-11-26,5,12,desktop,google,organic,73.0,6,2,61,6,3,0,,0
4999996.3974619938,2020-11-27,6,16,desktop,google,organic,48.0,2,1,14,6,2,0,0,0
45089539.3509396620,2020-11-27,6,10,desktop,google,organic,8.0,1,1,1,0,2,0,0,0
81176111.0310368280,2020-11-27,6,23,desktop,google,organic,69.0,3,1,13,11,2,0,0,0
12174342.2198928658,2020-11-27,6,12,desktop,google,organic,189.0,9,9,85,12,5,0,6,0
8067602.4980547079,2020-11-27,6,14,desktop,google,organic,38.0,1,3,14,2,3,0,,0
5066816.6257375639,2020-11-27,6,11,desktop,google,organic,47.0,2,1,4,0,2,1,0,0
86388013.6727453761,2020-11-27,6,10,desktop,google,organic,66.0,3,3,53,5,4,0,6,0
58921879.4348134368,2020-11-28,7,5,desktop,google,organic,48.0,2,7,25,17,3,0,,0
5579251.3024079662,2020-11-28,7,3,desktop,google,organic,208.0,12,1,21,20,1,6,0,0
52556132.9245922809,2020-11-28,7,15,desktop,google,organic,40.0,1,2,1,0,2,1,,0
5027137.8356570660,2020-11-28,7,10,desktop,google,organic,109.0,8,1,36,28,5,1,,0
28193094.1619179501,2020-11-28,7,1,desktop,google,organic,71.0,1,1,17,1,1,0,0,0
83739349.8729103328,2020-11-28,7,1,desktop,google,organic,95.0,11,2,19,21,1,0,0,1
2264577.0020880649,2020-11-28,7,22,desktop,google,organic,12.0,1,1,6,4,1,0,0,0
8978772.4955738043,2020-11-28,7,16,desktop,<Other>,organic,88.0,2,1,4,4,3,0,0,0
86936215.6636494751,2020-11-28,7,21,desktop,<Other>,organic,31.0,3,2,21,1,1,4,17,0
7361524.3246563494,2020-11-28,7,6,desktop,google,organic,27.0,2,1,12,0,1,0,0,0
67778099.0728510159,2020-11-28,7,9,desktop,google,organic,53.0,4,1,39,7,1,0,0,0
1131754.5265277968,2020-11-28,7,14,desktop,google,organic,90.0,2,1,20,0,1,0,0,0
89569133.8053314611,2020-11-28,7,5,desktop,google,organic,46.0,1,3,5,0,5,0,8,0
2228267.9773362374,2020-11-29,1,13,desktop,google,organic,59.0,2,5,12,4,4,1,19,0
4036650209.1454214037,2020-11-29,1,6,desktop,google,organic,40.0,1,1,2,0,1,0,0,0
5305452.1871311002,2020-11-29,1,16,desktop,google,organic,142.0,5,1,33,13,8,0,0,1
54702927.8397025036,2020-11-29,1,17,desktop,google,organic,40.0,4,1,14,3,4,1,0,0
5067255.5671603048,2020-11-29,1,19,desktop,google,organic,20.0,2,2,9,5,6,0,0,0
24746976.7398576212,2020-11-29,1,16,desktop,google,organic,25.0,1,1,1,1,1,0,0,0
39848806.8098859726,2020-11-29,1,7,desktop,<Other>,organic,63.0,5,1,15,4,1,12,0,0
1961021.4251862365,2020-11-30,2,21,desktop,google,organic,203.0,12,4,18,7,6,0,11,0
1832855.2035957845,2020-11-30,2,12,desktop,google,organic,42.0,4,1,32,7,2,0,0,1
3800893.0734397867,2020-11-30,2,16,desktop,google,organic,58.0,4,5,9,7,4,0,9,0
8421611.9716301302,2020-11-30,2,9,desktop,google,organic,160.0,10,1,23,0,10,0,0,0
39355591.8399830036,2020-11-30,2,18,desktop,google,organic,11.0,3,1,3,3,4,3,0,0
50131723.8552639593,2020-11-30,2,11,desktop,google,organic,17.0,1,2,4,0,6,0,0,0
45440207.6630333190,2020-11-30,2,10,desktop,google,organic,100.0,22,1,42,8,6,4,0,0
58083221.3332935704,2020-11-30,2,12,desktop,google,organic,87.0,2,2,39,2,8,0,0,0
3534695.1368743879,2020-11-30,2,0,desktop,google,organic,58.0,21,1,6,7,2,0,0,0
85426868.9776141044,2020-11-30,2,9,desktop,google,organic,51.0,2,5,17,2,2,0,,0
58603767.6719650157,2020-11-30,2,19,desktop,google,organic,216.0,22,1,31,16,2,0,0,0
2028522.0201942206,2020-11-30,2,3,desktop,google,organic,27.0,2,1,5,4,2,0,,1
34756247.3212719194,2020-11-30,2,21,desktop,google,organic,19.0,2,1,3,2,4,0,,0
7393648.1873812517,2020-11-30,2,12,desktop,google,organic,24.0,1,1,2,2,6,0,0,0
3519862.5500955315,2020-11-30,2,20,desktop,<Other>,organic,97.0,3,1,46,24,4,0,0,0
2241964.8178177438,2020-11-30,2,2,desktop,google,organic,116.0,31,1,40,16,2,0,0,0
78221431.2724111930,2020-11-30,2,22,desktop,google,organic,857.0,29,3,54,3,2,0,,1
6006118.2429897577,2020-11-30,2,9,desktop,google,organic,245.0,12,1,10,3,4,0,0,0
7639123.9923154617,2020-11-30,2,1,desktop,google,organic,115.0,2,1,21,13,4,0,0,0
66923823.1806014019,2020-12-01,3,21,desktop,google,organic,15.0,2,2,11,5,6,0,0,0
3180182.4942152148,2020-12-01,3,9,desktop,google,organic,44.0,1,1,1,0,2,0,0,0
43078053.5511752417,2020-12-01,3,20,desktop,google,organic,18.0,2,1,5,2,4,0,0,0
2365980.2818968577,2020-12-01,3,2,desktop,google,organic,21.0,3,1,16,15,2,0,0,0
6578204.1614469741,2020-12-01,3,23,desktop,google,organic,16.0,5,2,9,5,4,0,6,0
1191134210.2761732740,2020-12-01,3,0,desktop,google,organic,44.0,1,1,7,4,2,0,0,0
3296353.3679123615,2020-12-01,3,5,desktop,google,organic,4.0,1,11,26,0,4,0,13,0
54688310.8635917702,2020-12-01,3,21,desktop,google,organic,24.0,1,1,1,0,2,0,0,0
5298181.7137406370,2020-12-02,4,15,desktop,google,organic,32.0,2,1,2,2,2,0,0,0
